text,label,source,dataset,domain,text_lemma,neutral,joy,surprise,sadness,fear,anger,disgust,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,auth_score,urg_score
"* climate changes without any help from us has for millions of years and as we can expect, always will with ice ages occurring during about 90 percent of the time.",misinformation,quotaclimat,quotaclimat,climate,climate change help million year expect ice age occur 90 percent time,0.7601305842399597,0.008225498721003532,0.13001812994480133,0.03457171842455864,0.01277799904346466,0.0407000333070755,0.013576067052781582,0.07,0.93,0.0,-0.3089,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"it’s extraordinary that anyone should think there is a climate crisis. year after year our annual assessment of climate trends document just how little has been changing in the last 30 years. the habitual climate alarmism is mainly driven by scientists’ computer modelling, rather than observational evidence.",misinformation,quotaclimat,quotaclimat,climate,extraordinary think climate crisis year year annual assessment climate trend document little change 30 year habitual climate alarmism mainly drive scientist computer modelling observational evidence,0.020107265561819077,0.0025408645160496235,0.8373482823371887,0.002817799337208271,0.12367557734251022,0.00989631749689579,0.0036138754803687334,0.107,0.893,0.0,-0.6597,0.0,0.2,0.8,0,1,1,0.24999968750039062,0.2,0.0
fossil fuels cannot be the enemy if companies truly want to help people in the united states and around the world improve their lives. that’s why koch industries will continue to openly and vigorously advocate for affordable and abundant energy chosen by consumers — not government bureaucrats. others should do the same.,misinformation,quotaclimat,quotaclimat,climate,fossil fuel enemy company truly want help people united states world improve life koch industry continue openly vigorously advocate affordable abundant energy choose consumer government bureaucrat,0.8846242427825928,0.050004057586193085,0.0033026845194399357,0.005122093018144369,0.008538970723748207,0.03970901668071747,0.008698987774550915,0.0,0.698,0.302,0.9437,0.0,0.3,0.7,0,1,1,0.42857081632740524,0.3,0.0
they’ve got more to do with a greedy government that is trying to fill a black hole in its finances.,misinformation,quotaclimat,quotaclimat,climate,get greedy government try fill black hole finance,0.7298961877822876,0.007603897247463465,0.020312663167715073,0.019631629809737206,0.005599462892860174,0.12876012921333313,0.08819602429866791,0.108,0.892,0.0,-0.3182,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
the difference between recorded temperatures and reported temperatures has been slowly rising in recent years.,misinformation,quotaclimat,quotaclimat,climate,difference record temperature report temperature slowly rise recent year,0.6445745825767517,0.005066841375082731,0.21398396790027618,0.0244353786110878,0.06731563806533813,0.029306653887033463,0.015316967852413654,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"this just in from treehugger.com… in referring to the new americaspower.com campaign, they write: ‘cheap, secure, local fuel and lots of it! just don’t mention that climate change thing.’ i hate to bring this up… but i’m pretty sure we did with a name like ‘tree hugger’ (and for the record i’ve hugged my share of trees) it’s not surprising that they have a definitive view of the how things should be if they were king. and in a perfect world, most of what they advocate seems hard to disagree with. however, we don’t have the luxury of dealing with how things should be, and are faced with the very real challenges of how things are fact: 50% of our electricity comes from coal and we need to invest in the technologies to use our most abundant energy resource as cleanly as possible. but i’m not here to argue that point today today’s post deals with this… how in the world can our ad be accused of not mentioning ‘that climate change thing’? just read the next line from our new york times ad very closely and judge for yourself ’we’re also investing in the development and deployment of technologies to capture and store  — a greenhouse gas. if treehugger.com needs more direct language than that in our ads we’re all ears. in fact, here’s everyone’s chance… how would you have directly addressed  in our ad differently? i thought we did a great job, but maybe i’m wrong????",misinformation,quotaclimat,quotaclimat,climate,treehugger.com refer new americaspower.com campaign write cheap secure local fuel lot mention climate change thing hate bring pretty sure like tree hugger record hug share tree surprising definitive view thing king perfect world advocate hard disagree luxury deal thing face real challenge thing fact 50 electricity come coal need invest technology use abundant energy resource cleanly possible argue point today today post deal world ad accuse mention climate change thing read line new york times ad closely judge invest development deployment technology capture store greenhouse gas treehugger.com need direct language ad ear fact chance directly address ad differently think great job maybe wrong,0.04165085032582283,0.005677526351064444,0.9262232780456543,0.007536028977483511,0.004350842442363501,0.012677072547376156,0.0018844448495656252,0.058,0.809,0.133,0.9734,0.2,0.3,0.7,1,1,1,0.42857081632740524,0.3,0.2
"you know, one thing i’ve been saying lately is i think it’s just really important that people associate the california blackouts with green energy and the california wildfires with green forestry,",misinformation,quotaclimat,quotaclimat,climate,know thing say lately think important people associate california blackout green energy california wildfire green forestry,0.8751827478408813,0.08380475640296936,0.009995728731155396,0.0043803914450109005,0.0012472594389691949,0.01317119225859642,0.012217888608574867,0.0,0.874,0.126,0.4927,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"and what about the scams siphoning off tens of billions that slosh around the world as carbon credits, carbon trading and renewable energy certificates ?",misinformation,quotaclimat,quotaclimat,climate,scam siphon ten billion slosh world carbon credit carbon trading renewable energy certificate,0.752753734588623,0.003987601958215237,0.054821401834487915,0.02136998251080513,0.07897504419088364,0.0635148361325264,0.02457735501229763,0.125,0.724,0.151,-0.0516,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
add those that preach climate change and cannot sort their recycle/compost/landfill or turn off lights in unused rooms. they're the least concerned about hopping a private jet or zoom to their business airport in a limo so they can hobnob with their elite buddies.,misinformation,quotaclimat,quotaclimat,climate,add preach climate change sort recycle compost landfill turn light unused room concerned hop private jet zoom business airport limo hobnob elite buddy,0.6525455713272095,0.010463754646480083,0.02016368880867958,0.027477523311972618,0.2470414638519287,0.02871629223227501,0.013591724447906017,0.0,1.0,0.0,0.0,0.4,0.7,0.6,1,1,1,1.166664722225463,0.7,0.4
"who cares about the financial health of big, faceless power companies? we all should. if there aren’t enough traditional power plants to meet peak demand, the lights go out.",misinformation,quotaclimat,quotaclimat,climate,care financial health big faceless power company traditional power plant meet peak demand light,0.9187667965888977,0.0042633917182683945,0.019882524386048317,0.02429022267460823,0.0035919800866395235,0.017390992492437363,0.011814136989414692,0.048,0.857,0.095,0.3612,0.8,0.0,0.4,1,0,1,0.0,0.0,0.8
"as the evidence for unprecedented warming temperatures, extreme weather events, declining arctic ice, and rising sea levels wanes, the entrenched warmists’ grasp for familiar tags such as ‘pollution’ or ‘environmental protection’ to sanitize their grand schemes to decarbonize human societies.",misinformation,quotaclimat,quotaclimat,climate,evidence unprecedented warming temperature extreme weather event decline arctic ice rise sea level wane entrench warmist grasp familiar tag pollution environmental protection sanitize grand scheme decarbonize human society,0.7233281135559082,0.003736798884347081,0.010412323288619518,0.024049563333392143,0.04270820692181587,0.05300690606236458,0.14275817573070526,0.0,0.892,0.108,0.5574,0.2,0.1,0.7,1,1,1,0.14285693877580177,0.1,0.2
"there is no substitute for coal. to replace the world’s coal power plants would require about 5,000 hoover dams or constructing a new nuclear power plant every four days for the next 25 years or adding more than 5 million wind turbines — enough to stretch 1 million miles to the moon and back twice.",misinformation,quotaclimat,quotaclimat,climate,"substitute coal replace world coal power plant require 5,000 hoover dam construct new nuclear power plant day 25 year add 5 million wind turbine stretch 1 million mile moon twice",0.8612099885940552,0.00995436031371355,0.09332320839166641,0.012969897128641605,0.004474994260817766,0.012866227887570858,0.005201393738389015,0.039,0.961,0.0,-0.296,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
"in the 1970s, the same expert class was warning of a global ice age if we didn’t stop using fossil fuels. that same expert class is now warning of global warming. so i think it is a fatal conceit of false hubris. and the reality is we should focus on human flourishing, not carbon emissions. that’s what we should measure.",misinformation,quotaclimat,quotaclimat,climate,1970 expert class warn global ice age stop fossil fuel expert class warn global warming think fatal conceit false hubris reality focus human flourishing carbon emission measure,0.07176946848630905,0.008695189841091633,0.005462378263473511,0.653138279914856,0.061556193977594376,0.17423075437545776,0.02514779567718506,0.156,0.82,0.024,-0.836,0.4,0.2,0.6,1,1,1,0.33333277777870374,0.2,0.4
i think the religious fervour element is seriously dangerous. i like to think lord lawson is on the side of the angels.,misinformation,quotaclimat,quotaclimat,climate,think religious fervour element seriously dangerous like think lord lawson angel,0.0005333228618837893,0.018744664266705513,0.001314543536864221,0.015846814960241318,0.3488645851612091,0.6134006381034851,0.0012955527054145932,0.183,0.722,0.095,-0.3182,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
a strong federal commitment to clean coal technology will allow america to take full advantage of its vast 240 year supply of coal reserves […],misinformation,quotaclimat,quotaclimat,climate,strong federal commitment clean coal technology allow america advantage vast 240 year supply coal reserve,0.3624749481678009,0.3836890161037445,0.020797254517674446,0.030966870486736298,0.039097923785448074,0.13520357012748718,0.02777041122317314,0.0,0.615,0.385,0.8885,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"global average temperatures over land have plummeted by more than 1c since the middle of this year – their biggest and steepest fall on record,",misinformation,quotaclimat,quotaclimat,climate,global average temperature land plummet 1c middle year big steepest fall record,0.06341586261987686,0.005287060514092445,0.21297825872898102,0.36557093262672424,0.24642081558704376,0.09530109167098999,0.011025884188711643,0.0,1.0,0.0,0.0,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
"early global warming coincided with a slight increase in co2 emissions, while global cooling was paralleled by a dramatic increase in co2 emissions from 4.0 gt/yr in 1942 to 20.0 gt/yr in 1975.",misinformation,quotaclimat,quotaclimat,climate,early global warming coincide slight increase co2 emission global cooling parallel dramatic increase co2 emission 4.0 gt yr 1942 20.0 gt yr 1975,0.5402815341949463,0.017577124759554863,0.15737725794315338,0.038088321685791016,0.07961633801460266,0.1361895352602005,0.030869891867041588,0.0,0.835,0.165,0.6003,0.2,0.0,0.4,1,0,1,0.0,0.0,0.2
"there is clear, compelling evidence that many of the major conclusions of the ipcc, your new religions constantly-changing holy book, are based on evidence that has been fabricated. the hockey stick graph that purported to abolish the mediaeval warm period is just one example.",misinformation,quotaclimat,quotaclimat,climate,clear compelling evidence major conclusion ipcc new religion constantly change holy book base evidence fabricate hockey stick graph purport abolish mediaeval warm period example,0.5287038087844849,0.005196772050112486,0.028920738026499748,0.016477545723319054,0.016949156299233437,0.325497567653656,0.07825437933206558,0.0,0.865,0.135,0.6597,0.0,0.0,0.9,0,0,1,0.0,0.0,0.0
"with more and longer lateral roots in a future co2-enriched atmosphere, tomato plants (and likely other plants as well) should be better equipped to take up both major and micro nutrients from the soils in which they grow, making them both bigger and better and more apt to produce larger and more nutritious fruit ... and more of it .",misinformation,quotaclimat,quotaclimat,climate,long lateral root future co2 enrich atmosphere tomato plant likely plant well equip major micro nutrient soil grow make big well apt produce large nutritious fruit,0.931975781917572,0.023665985092520714,0.01227877289056778,0.007400049362331629,0.002315560821443796,0.01003557164222002,0.012328253127634525,0.0,0.878,0.122,0.7845,0.0,0.0,0.1,0,0,1,0.0,0.0,0.0
"upholders of the consensus argue that increased carbon dioxide is the only way to explain rising global temperatures. now there is a competing explanation, with a chronology that better fits the evidence.",misinformation,quotaclimat,quotaclimat,climate,upholder consensus argue increase carbon dioxide way explain rise global temperature compete explanation chronology well fit evidence,0.9555897116661072,0.005041537806391716,0.018617548048496246,0.0069054123014211655,0.0022446177899837494,0.00775826396420598,0.003842887468636036,0.066,0.797,0.137,0.3818,0.2,0.0,0.6,1,0,1,0.0,0.0,0.2
"dr. robinson is well known for the oregon petition project, which says ""there is no convincing scientific evidence"" that humans are causing ""catastrophic heating of the earth's atmosphere"" or disruption of its climate. it urges congress to reject the kyoto global warming agreement and has been signed by more than 32,000 americans with university degrees in physical sciences (including yours truly and over 9,000 phds).",misinformation,quotaclimat,quotaclimat,climate,"dr robinson know oregon petition project say convincing scientific evidence human cause catastrophic heating earth atmosphere disruption climate urge congress reject kyoto global warming agreement sign 32,000 americans university degree physical science include truly 9,000 phds",0.11802821606397629,0.014814682304859161,0.014191405847668648,0.06249336525797844,0.0569184385240078,0.7268843650817871,0.00666949525475502,0.138,0.736,0.127,-0.2163,0.2,0.3,0.7,1,1,1,0.42857081632740524,0.3,0.2
"contrary to what the opposition wants you to believe, offshore energy exploration has occurred safely alongside marine life, commercial fishing, military activities, and tourism for decades in the gulf not only have these industries co-existed with energy production, but in many cases energy development has stimulated and bolstered investments, increased higher-paying jobs, and supported retail and tourism in coastal towns along the gulf,’ cornelia horner, a spokeswoman with the american petroleum institute he choice is simple when you have the facts. say yes to exploring our offshore resources in florida.",misinformation,quotaclimat,quotaclimat,climate,contrary opposition want believe offshore energy exploration occur safely alongside marine life commercial fishing military activity tourism decade gulf industry co exist energy production case energy development stimulate bolster investment increase higher pay job support retail tourism coastal town gulf cornelia horner spokeswoman american petroleum institute choice simple fact yes explore offshore resource florida,0.4405719041824341,0.4313768148422241,0.024957716464996338,0.018319664523005486,0.016091737896203995,0.06355356425046921,0.005128514487296343,0.0,0.804,0.196,0.9403,0.2,0.3,0.4,1,1,1,0.7499981250046874,0.3,0.2
"for polar bears… you do want to watch out for ice. too much ice is really bad for polar bears. […] i would suggest that the current [ice] condition today is nowhere optimal for the polar bear, which means it can grow a little bit warmer.",misinformation,quotaclimat,quotaclimat,climate,polar bear want watch ice ice bad polar bear suggest current ice condition today optimal polar bear mean grow little bit warm,0.38494548201560974,0.007161668036133051,0.02230948768556118,0.28819960355758667,0.1269170641899109,0.08176678419113159,0.08869990706443787,0.115,0.822,0.063,-0.5692,0.2,0.0,0.1,1,0,1,0.0,0.0,0.2
"there is also a humanitarian case to be made for exporting our resources. as economies develop, they need energy resources like oil, natural gas, uranium, and rare earth elements. these are strategic resources: they are relatively scarce, are located only in certain regions, and are vital for economies to grow and thrive canadian strategic energy resources can help: address energy poverty; reduce the global impact of climate change (by replacing supplies from authoritarian regimes with much lower ethical and environmental standards); lower ghg emissions by replacing coal with cleaner natural gas; and provide a stable source of the rare earth elements that are essential to producing cutting-edge clean energy technologies for these reasons, in addition to the obvious and more often mentioned economic case for canadian energy exports, our governments, both federal and provincial, need to focus more intensively on how to make our resource exports available to an area of the world whose recent growth has been so impressive and whose growth potential remains substantial.",misinformation,quotaclimat,quotaclimat,climate,humanitarian case export resource economy develop need energy resource like oil natural gas uranium rare earth element strategic resource relatively scarce locate certain region vital economy grow thrive canadian strategic energy resource help address energy poverty reduce global impact climate change replace supply authoritarian regime low ethical environmental standard low ghg emission replace coal clean natural gas provide stable source rare earth element essential produce cutting edge clean energy technology reason addition obvious mention economic case canadian energy export government federal provincial need focus intensively resource export available area world recent growth impressive growth potential remain substantial,0.5367559790611267,0.41016829013824463,0.006153740920126438,0.010618308559060097,0.0068183583207428455,0.018881361931562424,0.010603902861475945,0.039,0.728,0.233,0.9854,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
it’s not dirty; it’s green. it’s electricity. electricity is life. coal is life.,misinformation,quotaclimat,quotaclimat,climate,dirty green electricity electricity life coal life,0.6425237059593201,0.07932540774345398,0.005858923774212599,0.018580008298158646,0.0023248305078595877,0.022033242508769035,0.22935393452644348,0.0,0.833,0.167,0.3412,0.2,0.1,0.7,1,1,1,0.14285693877580177,0.1,0.2
global warming is not something that anybody will ever feel in their lifetime.,misinformation,quotaclimat,quotaclimat,climate,global warming anybody feel lifetime,0.8319066166877747,0.004393199924379587,0.09311369061470032,0.010862365365028381,0.014438897371292114,0.006934660952538252,0.0383504256606102,0.0,0.882,0.118,0.1531,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
whitehouse said the massive fall in temperatures following the end of el nino meant the warming hiatus or slowdown may be coming back.,misinformation,quotaclimat,quotaclimat,climate,whitehouse say massive fall temperature follow end el nino mean warm hiatus slowdown come,0.896226167678833,0.00584560539573431,0.030442407354712486,0.026959741488099098,0.026137636974453926,0.008031033910810947,0.006357376929372549,0.0,0.932,0.068,0.1531,0.2,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.2
"what’s so troubling about these potential  regulations? for electricity consumers, the rules will undoubtedly lead to an uncertain future for coal, but clear ramifications for consumers: less fuel diversity and higher electricity costs. ’s actions have the potential to shutter hundreds of coal-fired power plants across the nation, forcing utilities to switch generation fuel and invest billions in upgrades and new facilities. all this means higher costs for ratepayers with coal producing over 40% of our nation’s electricity, limiting its potential will present a significant set of challenges that need to be carefully analyzed before we move forward with anything as ambitious as the president has outlined. … the president has laid out an aggressive plan – a plan that includes measures which will significantly and adversely affect electricity consumers across the united states for decades to come. every homeowner, business, manufacturer and electricity consumer will undoubtedly feel the painful effects of higher energy costs under the president’s proposed plan. congress must take an active oversight role in order to prevent these negative ramifications for our nation’s electricity consumers.",misinformation,quotaclimat,quotaclimat,climate,troubling potential regulation electricity consumer rule undoubtedly lead uncertain future coal clear ramification consumer fuel diversity high electricity cost action potential shutter hundred coal fire power plant nation force utility switch generation fuel invest billion upgrade new facility mean high cost ratepayer coal produce 40 nation electricity limit potential present significant set challenge need carefully analyze forward ambitious president outline president lay aggressive plan plan include measure significantly adversely affect electricity consumer united states decade come homeowner business manufacturer electricity consumer undoubtedly feel painful effect high energy cost president propose plan congress active oversight role order prevent negative ramification nation electricity consumer,0.014419191516935825,0.0029016139451414347,0.00971746165305376,0.893627941608429,0.06588859856128693,0.008266069926321507,0.0051790811121463776,0.08,0.802,0.117,0.7652,0.2,0.1,0.7,1,1,1,0.14285693877580177,0.1,0.2
i think the whole human-induced greenhouse gas thing is a red herring. […] i see climate change as due to the ocean circulation pattern. i see this as a major cause of climate change. […] these are natural processes. we shouldn’t blame them on humans and co2.,misinformation,quotaclimat,quotaclimat,climate,think human induce greenhouse gas thing red herring climate change ocean circulation pattern major cause climate change natural process blame human co2,0.04244175925850868,0.014285555109381676,0.01720772124826908,0.21289877593517303,0.022367369383573532,0.6798499226570129,0.01094886939972639,0.048,0.902,0.05,0.0258,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"climate has forever been changing and will continue to do so. the major driver is the sun and the radiation from it. the main atmospheric ‘intermediary’ between the sun and earth is water, and thus it dictates the behaviour of the earth’s climate.",misinformation,quotaclimat,quotaclimat,climate,climate forever change continue major driver sun radiation main atmospheric intermediary sun earth water dictate behaviour earth climate,0.8465369343757629,0.0064617651514709,0.017703747376799583,0.023900344967842102,0.015387388877570629,0.05902125686407089,0.030988598242402077,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"ah, easily… we turned down money from the koch foundation because they wanted to run our organization; we don’t do that. basically we’re a free market organization that wants to seek…to keep government out of our pocket books and look at things objectively rather than emotionally.",misinformation,quotaclimat,quotaclimat,climate,ah easily turn money koch foundation want run organization basically free market organization want seek government pocket book look thing objectively emotionally,0.3968963623046875,0.05030188709497452,0.1315375715494156,0.08672906458377838,0.023676879703998566,0.282334566116333,0.028523661196231842,0.0,0.932,0.068,0.5106,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
"as to the economic aspects of its work, i hold that the ipcc should not be viewed as a professionally representative and authoritative source; and i have come to feel similar doubts and concerns about aspects other than the economic one.",misinformation,quotaclimat,quotaclimat,climate,economic aspect work hold ipcc view professionally representative authoritative source come feel similar doubt concern aspect economic,0.0030243131332099438,0.022662246599793434,0.0035043524112552404,0.04753816872835159,0.9171239137649536,0.004942767787724733,0.0012041375739499927,0.052,0.948,0.0,-0.296,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"if any and all climate conditions are being attributed to climate change, then how can we design any observation or experiment that would make climate change falsifiable? we can’t if it’s not falsifiable. it’s not science. today, a sort of climate astrology has taken over. many climate claims have descended into the realm of the predictions of nostradamus or the mayan calendar. there’s no way anyone can falsify global warming theory now because any weather event that happens proves their case.  and if that isn’t confusing enough already, how do we design an experiment to know what changes in climate are due to human activities or part of the natural order of things …] in other words, is there any experiment or observation that can distinguish what is man caused climate change and what is simply just natural climate? there isn’t one today and there may never be one.",misinformation,quotaclimat,quotaclimat,climate,climate condition attribute climate change design observation experiment climate change falsifiable falsifiable science today sort climate astrology take climate claim descend realm prediction nostradamus mayan calendar way falsify global warming theory weather event happen prove case confuse design experiment know change climate human activity natural order thing word experiment observation distinguish man cause climate change simply natural climate today,0.5928511619567871,0.003923988901078701,0.10354513674974442,0.02584054321050644,0.11196339875459671,0.12612284719944,0.03575297072529793,0.047,0.91,0.042,-0.2168,0.2,0.0,0.8,1,0,1,0.0,0.0,0.2
"acting as texans for natural gas representatives,  employees have launched pro-industry petitions, produced videos and reports on the importance of the permian basin oil field, and written opinion pieces for local newspapers supporting fossil fuels. the site features testimonials from three women, two of whom are represented with stock photos and one with a photo used without permission from the flickr page of a photographer in the philippines,” tabuchi reported. she added, “texans for natural gas has also shared misleading information about greenhouse gas emissions. in 2018, it issued a study inaccurately claiming that emissions of methane had decreased significantly in the heart of texas oil country at the height of the fracking boom.",misinformation,quotaclimat,quotaclimat,climate,act texan natural gas representative employee launch pro industry petition produce video report importance permian basin oil field write opinion piece local newspaper support fossil fuel site feature testimonial woman represent stock photo photo permission flickr page photographer philippine tabuchi report add texan natural gas share mislead information greenhouse gas emission 2018 issue study inaccurately claim emission methane decrease significantly heart texas oil country height fracke boom,0.5352371335029602,0.009305826388299465,0.02787862904369831,0.047854360193014145,0.00958962645381689,0.17388160526752472,0.19625280797481537,0.021,0.833,0.145,0.93,0.2,0.0,0.3,1,0,1,0.0,0.0,0.2
"the facts are there, the reef is flourishing scientists in australia admit the great barrier reef is doing very well, is very resilient",misinformation,quotaclimat,quotaclimat,climate,fact reef flourish scientist australia admit great barrier reef resilient,0.2545822262763977,0.7204899191856384,0.007174756843596697,0.006305178161710501,0.001942033413797617,0.006032251287251711,0.003473585704341531,0.052,0.66,0.288,0.7778,0.8,0.0,0.2,1,0,1,0.0,0.0,0.8
"it is generally agreed that if greenhouse warming was occurring, the strongest warming would be in the upper atmosphere above the tropics. recent research shows this is not occurring, which indicates that warming is not being caused by greenhouse gases.",misinformation,quotaclimat,quotaclimat,climate,generally agree greenhouse warming occur strong warming upper atmosphere tropic recent research show occur indicate warming cause greenhouse gas,0.7642471194267273,0.014498913660645485,0.03043406642973423,0.031936053186655045,0.036798059940338135,0.08009229600429535,0.041993387043476105,0.0,0.781,0.219,0.7783,0.1,0.2,0.7,1,1,1,0.28571387755160355,0.2,0.1
i'm not denying climate change it has always changed and will continue for ever.,misinformation,quotaclimat,quotaclimat,climate,deny climate change change continue,0.2145860195159912,0.1709970235824585,0.010844928212463856,0.24695473909378052,0.1494300365447998,0.19688695669174194,0.01030027586966753,0.0,0.865,0.135,0.2584,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"the real challenge is: how do you make low-carbon energy really cheap—as cheap as coal is? i think the reality is that we are not going to get beyond a fossil-fuel economy, and i don’t think we are going to impose big costs on the fossil-fuel economy either in the  or in foreign developing countries like china, until the alternatives become a lot cheaper. i think while it is conceivable to have a carbon tax in the u.s., it will never be high enough to make fossil fuels as expensive as clean energy technologies are today.",misinformation,quotaclimat,quotaclimat,climate,real challenge low carbon energy cheap cheap coal think reality go fossil fuel economy think go impose big cost fossil fuel economy foreign develop country like china alternative lot cheap think conceivable carbon tax u.s high fossil fuel expensive clean energy technology today,0.6598767042160034,0.02616763859987259,0.17266963422298431,0.028803110122680664,0.05278649553656578,0.044783223420381546,0.01491321250796318,0.021,0.875,0.104,0.7579,0.3,0.6,0.4,1,1,1,1.4999962500093749,0.6,0.3
weather isn't climate (as we all know) but the number of stories about extreme cold in the northern hemisphere this last few months has been staggering (see here for a recent example). and now it appears the southern hemisphere may be about to follow suit:,misinformation,quotaclimat,quotaclimat,climate,weather climate know number story extreme cold northern hemisphere month staggering recent example appear southern hemisphere follow suit,0.11101792752742767,0.006497808266431093,0.7969690561294556,0.004388059955090284,0.05721454694867134,0.017557384446263313,0.0063551850616931915,0.0,0.968,0.032,0.1154,0.2,0.0,0.5,1,0,1,0.0,0.0,0.2
"to many of these people we have global blight and it consists of the fact that people are alive and living their lives and having kids and flourishing. and so, frankly, i see this entire campaign as something that in a roundabout way is aimed at reducing the ability of people, reducing the number of people, the ability of people to live the lives they like, the number of people in terms of children on this planet. it’s an anti-human campaign at its worst. thank you.",misinformation,quotaclimat,quotaclimat,climate,people global blight consist fact people alive live life have kid flourish frankly entire campaign roundabout way aim reduce ability people reduce number people ability people live life like number people term child planet anti human campaign bad thank,0.007328715641051531,0.000816088286228478,0.0006794110522605479,0.006177857052534819,0.0025084028020501137,0.04708639159798622,0.9354032278060913,0.042,0.805,0.153,0.7717,0.2,0.0,0.9,1,0,1,0.0,0.0,0.2
are the 80 temperature proxies used in the paper sufficiently accurate to establish a solid global temperature chronology?,misinformation,quotaclimat,quotaclimat,climate,80 temperature proxy paper sufficiently accurate establish solid global temperature chronology,0.7884557843208313,0.0031176339834928513,0.17788876593112946,0.007497156970202923,0.00502930860966444,0.011310899630188942,0.006700498983263969,0.0,0.914,0.086,0.1531,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"it is wrong to suggest that growth there suggests that global warming is not happening,” said chip knappenberger, representing the cato institute’s center for the study of science. “mostly, we have merely brought it up to point out the fact that global warming alarmists were only telling part of the story by focusing on what was going on in the arctic.",misinformation,quotaclimat,quotaclimat,climate,wrong suggest growth suggest global warming happen say chip knappenberger represent cato institute center study science merely bring point fact global warming alarmist tell story focus go arctic,0.46876564621925354,0.003906826954334974,0.026696573942899704,0.056736335158348083,0.2656647264957428,0.13354246318340302,0.044687461107969284,0.078,0.836,0.087,-0.1027,0.1,0.4,0.6,1,1,1,0.6666655555574075,0.4,0.1
"i’m very concerned that a lot of our land is being taken up with solar farms. we’ve already got 250 of them and we’ve got 10,000 football-pitches’ worth of new solar farms in the pipeline.",misinformation,quotaclimat,quotaclimat,climate,"concerned lot land take solar farm get 250 get 10,000 football pitch worth new solar farm pipeline",0.026517774909734726,0.010569465346634388,0.015111573040485382,0.029497424140572548,0.8172701597213745,0.0993463471531868,0.0016872102860361338,0.0,0.947,0.053,0.2263,0.8,0.0,0.4,1,0,1,0.0,0.0,0.8
carbon taxes are political poison because they increase gas prices and electric rates.,misinformation,quotaclimat,quotaclimat,climate,carbon taxis political poison increase gas price electric rate,0.052370376884937286,0.0012946262722834945,0.0015734345652163029,0.016617661342024803,0.014432866126298904,0.32700401544570923,0.5867069959640503,0.208,0.655,0.137,-0.296,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
"energy independence, green technology, and innovation is something we should pursue as a nation. however, we shouldn’t seek to accomplish that by taxing people based on questionable science. neither should we ignore domestic energy resources – coal, natural gas, oil – because of baseless claims regarding global warming i believe that making it easier to drill for and use domestic resources, build nuclear power plants, and develop new technologies is the best formula for ending the current energy regime, which essentially has us empowering governments and groups that are markedly anti-american.",misinformation,quotaclimat,quotaclimat,climate,energy independence green technology innovation pursue nation seek accomplish tax people base questionable science ignore domestic energy resource coal natural gas oil baseless claim global warming believe make easy drill use domestic resource build nuclear power plant develop new technology good formula end current energy regime essentially empower government group markedly anti american,0.1446368396282196,0.16300463676452637,0.005101651418954134,0.01913316734135151,0.01404009573161602,0.623381495475769,0.030702045187354088,0.021,0.747,0.233,0.9623,0.2,0.6,0.8,1,1,1,0.7499990625011718,0.6,0.2
"nor, as idsos father dr. sherwood idso points out, is there any doubt in the scientific community that the temperature increase associated with an interglacial period precedes an increase in carbon dioxide concentrations. ice core data shows this relationship quite clearly and al gores misrepresentation of this fact, by skewing data in an inconvenient truth to make it seem that carbon dioxide concentrations have historically caused, rather than followed, temperature changes is one of the more glaring errors in his film.",misinformation,quotaclimat,quotaclimat,climate,idsos father dr sherwood idso point doubt scientific community temperature increase associate interglacial period precede increase carbon dioxide concentration ice core datum show relationship clearly al gore misrepresentation fact skew datum inconvenient truth carbon dioxide concentration historically cause follow temperature change glaring error film,0.1616523563861847,0.0013116503832861781,0.008860846050083637,0.031209902837872505,0.004668533802032471,0.3098527789115906,0.4824438989162445,0.113,0.781,0.106,-0.1742,0.2,0.1,0.6,1,1,1,0.16666638888935187,0.1,0.2
