text,label,domain,source,dataset,text_lemma,neutral,disgust,anger,surprise,sadness,fear,joy,vader_neg,vader_neu,vader_pos,vader_compound,urgency,authority,doubt,urgency_presence,authority_presence,doubt_presence,authority_to_doubt_ratio,urg_score,auth_score
"capitol hill: user says user ""probably knows more about medicine and specifically viruses than any of the so-called scientists at the nih and cdc. if anyone is going to eradicate this plague it'll be the president",misinformation,covid,cdl,covid_19_rumor,capitol hill user say user probably know medicine specifically viruse call scientist nih cdc go eradicate plague president,0.849591076374054,0.0111041711643338,0.004673867020756,0.0350484065711498,0.0502934157848358,0.0227201525121927,0.0265689957886934,0.0,1.0,0.0,0.0,0.4,0.6,0.9,1,1,1,0.6666659259267489,0.4,0.6
"trump’s white house already said i won’t be able to afford the vaccine. if i can’t afford the test and i can’t afford the treatment, am i just supposed to die. this is exactly why i support healthcare as a human right",misinformation,covid,cdl,covid_19_rumor,trump white house say will able afford vaccine afford test afford treatment suppose die exactly support healthcare human right,0.0287067964673042,0.0018353800987824,0.0127441650256514,0.0058281775563955,0.9427419304847716,0.004695092793554,0.0034484853968024,0.084,0.858,0.058,-0.296,0.9,0.0,0.4,1,0,1,0.0,0.9,0.0
"novel coronavirus test for miami man leads to $3,275 bill",misinformation,covid,cdl,covid_19_rumor,"novel coronavirus test miami man lead $ 3,275 bill",0.2879421710968017,0.0091948369517922,0.0318247973918914,0.2120939195156097,0.4114202260971069,0.0402182377874851,0.0073058931156992,0.0,0.796,0.204,0.3182,0.6,0.0,0.4,1,0,1,0.0,0.6,0.0
"two patients at valley regional medical center in brownsville, texas, are being looked at for possible coronavirus infections",misinformation,covid,cdl,covid_19_rumor,patient valley regional medical center brownsville texas look possible coronavirus infection,0.2657329440116882,0.0088020395487546,0.0109647512435913,0.0311356019228696,0.5926036238670349,0.0829957872629165,0.0077652656473219,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
"(march 2) coronavirus may be in brownsville, texas",misinformation,covid,cdl,covid_19_rumor,march 2 coronavirus brownsville texas,0.9446101784706116,0.0042416583746671,0.0045360140502452,0.022327022626996,0.0146081149578094,0.0053514149039983,0.0043256641365587,0.0,1.0,0.0,0.0,0.2,0.1,0.3,1,1,1,0.3333322222259259,0.2,0.1
president donald trump spawned the “wuhan super virus outbreak under code name ‘zyphr.’”,misinformation,covid,cdl,covid_19_rumor,president donald trump spawn wuhan super virus outbreak code zyphr,0.8163880109786987,0.017222573980689,0.0273948591202497,0.0569664128124713,0.0243055745959281,0.0528241358697414,0.0048984843306243,0.0,0.755,0.245,0.5994,0.0,0.0,0.5,0,0,1,0.0,0.0,0.0
trump created the coronavirus,misinformation,covid,cdl,covid_19_rumor,trump create coronavirus,0.9129125475883484,0.0137726487591862,0.0228939317166805,0.0218772646039724,0.0135564981028437,0.0095372786745429,0.0054497211240231,0.0,0.6,0.4,0.25,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
breaking: trump spawned wuhan super virus outbreak under code name ‘zyphr’ according to documents,misinformation,covid,cdl,covid_19_rumor,breaking trump spawn wuhan super virus outbreak code zyphr accord document,0.5451964139938354,0.0062860250473022,0.0377832241356372,0.3219079673290252,0.0490695051848888,0.024467684328556,0.0152892293408513,0.0,0.769,0.231,0.5994,0.9,0.4,0.6,1,1,1,0.6666655555574075,0.9,0.4
(march 1) shands hospital of gainesville florida has confirmed its first case of coronavirus,misinformation,covid,cdl,covid_19_rumor,march 1 shand hospital gainesville florida confirm case coronavirus,0.5825899839401245,0.0047123925760388,0.0070002861320972,0.1563941836357116,0.0970184355974197,0.1036056950688362,0.0486790463328361,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
(february 28) the coronavirus has made it to mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. that means if the wind blows it your direction you’ll have it also,misinformation,covid,cdl,covid_19_rumor,february 28 coronavirus mississippi lady catch mean airborne mean wind blow direction,0.6899345517158508,0.0032361107878386,0.0279766395688056,0.2456787377595901,0.0172206554561853,0.0058561549521982,0.0100971432402729,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
sanitizer will do nothing for the coronavirus,misinformation,covid,cdl,covid_19_rumor,sanitizer coronavirus,0.8154293298721313,0.0358343347907066,0.0299252364784479,0.010071680881083,0.0665683671832084,0.0397673547267913,0.002403687685728,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
"the vaccine for cattle will help humans, and protect against this new form of coronavirus",misinformation,covid,cdl,covid_19_rumor,vaccine cattle help human protect new form coronavirus,0.7743471264839172,0.0178269688040018,0.0193523280322551,0.0047163278795778,0.0107067180797457,0.0366610437631607,0.1363894641399383,0.0,0.71,0.29,0.6486,0.3,0.9,0.6,1,1,1,1.4999975000041668,0.3,0.9
poll finds 38% of americans say they will not drink corona beer because of virus,misinformation,covid,cdl,covid_19_rumor,poll find 38 americans drink corona beer virus,0.7093199491500854,0.02071413397789,0.0238652415573596,0.0262722540646791,0.1932534575462341,0.0189853776246309,0.0075895329937338,0.0,1.0,0.0,0.0,0.2,0.0,0.4,1,0,1,0.0,0.2,0.0
the mortality rate for the flu is “right around” that of the new coronavirus: “it’s right around 2%.”,misinformation,covid,cdl,covid_19_rumor,mortality rate flu right new coronavirus right 2,0.9146958589553832,0.0034856344573199,0.0044883377850055,0.0363227054476738,0.0091656055301427,0.0236740075051784,0.0081678396090865,0.133,0.867,0.0,-0.3818,0.4,0.0,0.3,1,0,1,0.0,0.4,0.0
hair extensions are a source of the 2019 coronavirus,misinformation,covid,cdl,covid_19_rumor,hair extension source 2019 coronavirus,0.6614311337471008,0.0608031079173088,0.0580074861645698,0.0198653060942888,0.0729779750108718,0.1240493133664131,0.0028656416106969,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
the cdc recommends men shave their beards to protect against coronavirus,misinformation,covid,cdl,covid_19_rumor,cdc recommend man shave beard protect coronavirus,0.69147789478302,0.1249251291155815,0.0419340021908283,0.0240512154996395,0.0883072316646575,0.0214600395411252,0.0078445700928568,0.0,0.667,0.333,0.5423,0.3,0.2,0.6,1,1,1,0.3333327777787037,0.3,0.2
if you have the flu… get these two items… sambucol (and) oscillococcinum… in 48 hours you will feel better. in 72 hours you will be almost symptom-free,misinformation,covid,cdl,covid_19_rumor,flu item sambucol oscillococcinum 48 hour feel well 72 hour symptom free,0.6545228362083435,0.0038854524027556,0.0049431161023676,0.0364718027412891,0.0514403283596038,0.0073716300539672,0.241364911198616,0.0,0.9,0.1,0.4404,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
homeopathic supplements have proven to treat the flu,misinformation,covid,cdl,covid_19_rumor,homeopathic supplement prove treat flu,0.6834397912025452,0.0291142016649246,0.0149993393570184,0.0143486261367797,0.0576797239482402,0.1897476464509964,0.0106707299128174,0.23,0.531,0.239,0.0258,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
china air quality projections used to promote coronavirus cremation hoax,misinformation,covid,cdl,covid_19_rumor,china air quality projection promote coronavirus cremation hoax,0.346607893705368,0.0147208273410797,0.112532764673233,0.0926303714513778,0.0601832717657089,0.356524258852005,0.0168006122112274,0.165,0.63,0.205,0.128,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
"sulfur dioxide is a gas that is released when organic matter, such as human bodies, are burned. this alarmingly high level of the gas may be a sign of mass cremations of victims of the coronavirus",misinformation,covid,cdl,covid_19_rumor,sulfur dioxide gas release organic matter human body burn alarmingly high level gas sign mass cremation victim coronavirus,0.0063057728111743,0.0078811747953295,0.0180302131921052,0.0039716283790767,0.0058825276792049,0.9572168588638306,0.0007116684573702,0.161,0.812,0.027,-0.7543,0.8,0.2,0.7,1,1,1,0.2857138775516035,0.8,0.2
20 million chinese converted to islam after it’s proven that the coronavirus doesn’t affect muslims,misinformation,covid,cdl,covid_19_rumor,20 million chinese convert islam prove coronavirus affect muslim,0.9093124866485596,0.0032318129669874,0.0060684862546622,0.0515731535851955,0.0102738151326775,0.0037323751021176,0.0158078707754611,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
mashaaallah hundreds converted to islam in philippines after it’s proven that the coronavirus doesn’t affect muslims,misinformation,covid,cdl,covid_19_rumor,mashaaallah hundred convert islam philippine prove coronavirus affect muslim,0.8831650614738464,0.0033305941615253,0.0077207679860293,0.0442247204482555,0.0084843765944242,0.0056352852843701,0.047439120709896,0.0,1.0,0.0,0.0,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
scientists are shocked to discover that weed kills corona virus,misinformation,covid,cdl,covid_19_rumor,scientist shock discover weed kill corona virus,0.0073156557045876,0.005632712971419,0.0068764612078666,0.968901753425598,0.0019204507116228,0.0070463018491864,0.0023067200090736,0.42,0.58,0.0,-0.7003,0.8,0.0,0.3,1,0,1,0.0,0.8,0.0
smoking are recommended as coronavirus remedies,misinformation,covid,cdl,covid_19_rumor,smoking recommend coronavirus remedy,0.6292718052864075,0.0906781777739524,0.0344951041042804,0.009585028514266,0.0853443518280983,0.1434914320707321,0.0071340487338602,0.0,0.735,0.265,0.2023,0.2,0.3,0.6,1,1,1,0.4999991666680555,0.2,0.3
smoking can help prevent the coronavirus,misinformation,covid,cdl,covid_19_rumor,smoking help prevent coronavirus,0.5333962440490723,0.1099981367588043,0.0386078022420406,0.0133629254996776,0.1177245527505874,0.1740353107452392,0.0128750493749976,0.0,0.513,0.487,0.4215,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
when using a medical mask you’re supposed to use… white side out (this is the filter part) for when you’re not sick,misinformation,covid,cdl,covid_19_rumor,medical mask suppose use white filter sick,0.8919448256492615,0.0364746265113353,0.007455701008439,0.0332738831639289,0.0119621362537145,0.0153246810659766,0.0035641994327306,0.0,0.886,0.114,0.4023,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
you should wear the colored side of the mask on the outside when you are sick and the white side on the outside when you are healthy,misinformation,covid,cdl,covid_19_rumor,wear colored mask outside sick white outside healthy,0.8167219758033752,0.0835620462894439,0.0114258155226707,0.0058734253980219,0.0372740365564823,0.0361805707216262,0.0089621543884277,0.106,0.806,0.087,-0.1531,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0
the 2019 coronavirus causes sudden death syndrome,misinformation,covid,cdl,covid_19_rumor,2019 coronavirus cause sudden death syndrome,0.0108799319714307,0.0016655932413414,0.0180172529071569,0.2119058817625045,0.0051177805289626,0.7494537830352783,0.0029597813263535,0.394,0.606,0.0,-0.5994,0.0,0.0,1.0,0,0,1,0.0,0.0,0.0
the coronavirus is a military bio-weapon developed by china's army,misinformation,covid,cdl,covid_19_rumor,coronavirus military bio weapon develop china army,0.8444352746009827,0.0225082337856292,0.0210235435515642,0.0600616969168186,0.0078166900202631,0.0096668377518653,0.0344876907765865,0.0,1.0,0.0,0.0,0.0,1.0,0.8,0,1,1,1.249998437501953,0.0,1.0
"the world is now facing a massive wipe-out of humanity. the proof that this virus is a genetically-modified bat-sars-like virus, manipulated by the chinese army, appears below. the evidence is irrefutable",misinformation,covid,cdl,covid_19_rumor,world face massive wipe humanity proof virus genetically modify bat sar like virus manipulate chinese army appear evidence irrefutable,0.2879585325717926,0.1428936868906021,0.2373322993516922,0.0956558287143707,0.0120893288403749,0.2181013077497482,0.0059689600020647,0.08,0.92,0.0,-0.3818,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
"the virus somehow escaped from the wuhan lab, which deals with some of the world’s most dangerous pathogens, such as ebola and the severe acute respiratory syndrome coronavirus",misinformation,covid,cdl,covid_19_rumor,virus escape wuhan lab deal world dangerous pathogen ebola severe acute respiratory syndrome coronavirus,0.1301016956567764,0.3510356843471527,0.1089089214801788,0.0076989117078483,0.0376661270856857,0.3615816533565521,0.0030070843640714,0.187,0.813,0.0,-0.7178,0.2,0.3,0.4,1,1,1,0.7499981250046874,0.2,0.3
"cocaine kills corona virus, scientists is shocked to discover that this drug can fight the virus",misinformation,covid,cdl,covid_19_rumor,cocaine kill corona virus scientist shock discover drug fight virus,0.0059805428609251,0.0025861975736916,0.0046572582796216,0.97967267036438,0.0015255444450303,0.0037393847014755,0.0018383363494649,0.393,0.607,0.0,-0.8126,0.2,0.9,0.4,1,1,1,2.2499943750140625,0.2,0.9
event 201 “gave out stuffed souvenir coronavirus toys” to “commemorate” novel coronavirus outbreak,misinformation,covid,cdl,covid_19_rumor,event 201 give stuff souvenir coronavirus toy commemorate novel coronavirus outbreak,0.5395960807800293,0.0248761251568794,0.0364096537232399,0.0300371125340461,0.0027028915937989,0.0084152352064847,0.3579629063606262,0.0,0.839,0.161,0.3182,0.0,0.0,0.4,0,0,1,0.0,0.0,0.0
a reliable source told miles guo today that the chinese communist party (ccp) will admit to the public of an accidental leak of lab-created virus from a p4 lab in wuhan to put blames on human errors. but the official announcement is still being finalized,misinformation,covid,cdl,covid_19_rumor,reliable source tell miles guo today chinese communist party ccp admit public accidental leak lab create virus p4 lab wuhan blame human error official announcement finalize,0.4432685971260071,0.0039768456481397,0.0174305345863103,0.1615114957094192,0.0680475607514381,0.0130117395892739,0.2927531898021698,0.132,0.802,0.067,-0.2846,0.3,0.2,0.7,1,1,1,0.2857138775516035,0.3,0.2
"(january 24) coronavirus: reports of 10,000 dead in wuhan, china. the coronavirus outbreak roughly 100 times more deadly than authorities and the news media are letting on",misinformation,covid,cdl,covid_19_rumor,"january 24 coronavirus report 10,000 dead wuhan china coronavirus outbreak roughly 100 time deadly authority news medium let",0.0419523753225803,0.0174921844154596,0.0499491021037101,0.0796497836709022,0.5145062208175659,0.2847528457641601,0.0116975056007504,0.142,0.858,0.0,-0.6486,0.2,0.4,0.6,1,1,1,0.6666655555574075,0.2,0.4
china stole coronavirus from canada and weaponized it into a bioweapon,misinformation,covid,cdl,covid_19_rumor,china steal coronavirus canada weaponize bioweapon,0.8487011790275574,0.0290601402521133,0.0311357472091913,0.03473911434412,0.0147101329639554,0.009029746055603,0.0326239541172981,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,1,0.999999000001,0.0,1.0
last year a mysterious shipment was caught smuggling coronavirus from canada. it was traced to chinese agents working at a canadian lab. subsequent investigation by greatgameindia linked the agents to chinese biological warfare program from where the virus is suspected to have leaked causing the wuhan coronavirus outbreak,misinformation,covid,cdl,covid_19_rumor,year mysterious shipment catch smuggling coronavirus canada trace chinese agent work canadian lab subsequent investigation greatgameindia link agent chinese biological warfare program virus suspect leak cause wuhan coronavirus outbreak,0.0457670986652374,0.0047982092946767,0.0258506126701831,0.5082514882087708,0.0064511969685554,0.4015882909297943,0.0072931172326207,0.178,0.822,0.0,-0.8176,0.8,0.3,0.4,1,1,1,0.7499981250046874,0.8,0.3
"so.. patent on this ‘new’ corona virus expired on the 22nd, today.. we have a sudden outbreak. there's magically already a vaccine available.. and now fear mongering spread by the media about quarantine",misinformation,covid,cdl,covid_19_rumor,patent new corona virus expire 22nd today sudden outbreak magically vaccine available fear monger spread medium quarantine,0.0210466440767049,0.0016866693040356,0.0131766404956579,0.2490813285112381,0.0067115454003214,0.702512264251709,0.0057849246077239,0.139,0.861,0.0,-0.6124,0.8,0.2,0.3,1,1,1,0.6666644444518519,0.8,0.2
"dr. lieber, a nanoscientist and biochemist of harvard university was indeed arrested by the us doj for allegedly making a false statement about his involvement with the chinese government",misinformation,covid,cdl,covid_19_rumor,dr lieber nanoscientist biochemist harvard university arrest doj allegedly make false statement involvement chinese government,0.0377452224493026,0.004271016921848,0.0698710903525352,0.0317218154668808,0.7758175730705261,0.0758168920874595,0.0047564548440277,0.1,0.9,0.0,-0.4767,0.2,0.9,0.4,1,1,1,2.2499943750140625,0.2,0.9
a video shows tablighi jamaat member running naked in an isolation ward,misinformation,covid,cdl,covid_19_rumor,video show tablighi jamaat member run naked isolation ward,0.0051778755150735,0.7798618078231812,0.0316273942589759,0.0273136440664529,0.041712999343872,0.1112980768084526,0.0030081938020884,0.197,0.803,0.0,-0.4019,0.8,0.0,0.5,1,0,1,0.0,0.8,0.0
the kenyan government has set the maasai tribe on people and are adopting harsh steps for those who are flouting lockdown rules in the country,misinformation,covid,cdl,covid_19_rumor,kenyan government set maasai tribe people adopt harsh step flout lockdown rule country,0.0016061790520325,0.0019736029207706,0.9798901081085204,0.0011532231001183,0.006994298659265,0.0078281080350279,0.000554424826987,0.108,0.892,0.0,-0.4404,0.2,0.3,0.6,1,1,1,0.4999991666680555,0.2,0.3
"those in sector 5 harola, noida who came in contact with tablighi jamaat members were quarantined",misinformation,covid,cdl,covid_19_rumor,sector 5 harola noida come contact tablighi jamaat member quarantine,0.0327693708240985,0.0072315596044063,0.0092292204499244,0.0043719382956624,0.1030313894152641,0.8396472334861755,0.003719326108694,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"some countries throw covid19 infected dead bodies into the seas. advice to stop eating seafood. the world is really coming to an end. dear god, please intervene",misinformation,covid,cdl,covid_19_rumor,country throw covid19 infect dead body sea advice stop eat seafood world come end dear god intervene,0.0121353091672062,0.0018358639208599,0.0435076653957366,0.019993171095848,0.9068036079406738,0.0111991632729768,0.0045251818373799,0.257,0.557,0.186,-0.5719,0.9,0.2,0.7,1,1,1,0.2857138775516035,0.9,0.2
"vijayan was participating in prime minister narendra modi's call to observe a blackout and light candles and lamps on april 5, 2020 to dispel the darkness brought about by the covid-19 pandemic",misinformation,covid,cdl,covid_19_rumor,vijayan participate prime minister narendra modi observe blackout light candle lamp april 5 2020 dispel darkness bring covid-19 pandemic,0.3310312330722809,0.0055424054153263,0.0240760669112205,0.0516133308410644,0.3563703298568725,0.1702062636613845,0.0611603371798992,0.061,0.939,0.0,-0.25,0.1,0.0,0.3,1,0,1,0.0,0.1,0.0
"the covid-19 lockdown has impacted the stock of perishable food items, which were wasted due to a steep decline among buyers. the indian government announced a nationwide lockdown of three weeks on march 24, to curb the transmission of the novel coronavirus",misinformation,covid,cdl,covid_19_rumor,covid-19 lockdown impact stock perishable food item waste steep decline buyer indian government announce nationwide lockdown week march 24 curb transmission novel coronavirus,0.0113155087456107,0.0014949190663173,0.0359042771160602,0.0156750548630952,0.0334472358226776,0.896332859992981,0.0058301519602537,0.07,0.879,0.051,-0.2263,0.3,0.0,0.2,1,0,1,0.0,0.3,0.0
a muslim man was trying to spread the novel coronavirus by spitting on the slices,misinformation,covid,cdl,covid_19_rumor,muslim man try spread novel coronavirus spit slice,0.0070527559146285,0.939805805683136,0.0421406850218772,0.001862050849013,0.0035428581759333,0.0048056486994028,0.0007903047953732,0.0,0.859,0.141,0.3182,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"an anti-terror mock drill to the coronavirus conducted by the bikapur police in ayodhya, uttar pradesh",misinformation,covid,cdl,covid_19_rumor,anti terror mock drill coronavirus conduct bikapur police ayodhya uttar pradesh,0.0009757835650816,0.0003732934419531,0.0035190188791602,0.0011711373226717,0.0010140483500435,0.9913910627365112,0.0015555480495095,0.157,0.843,0.0,-0.4215,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
the world health organisation (who) has come up with a protocol and procedure for the covid-19 lockdown and its subsequent implication that the lockdown in the country will extend till june end is false,misinformation,covid,cdl,covid_19_rumor,world health organisation come protocol procedure covid-19 lockdown subsequent implication lockdown country extend till june end false,0.6721447706222534,0.0053777219727635,0.076728917658329,0.0773656740784645,0.0432448796927928,0.1206050366163253,0.0045329723507165,0.0,0.951,0.049,0.1779,0.8,0.0,0.4,1,0,1,0.0,0.8,0.0
"the disaster management act (dma) has been implemented across the country, according to which nobody except the government can update and post coronavirus related information on social media",misinformation,covid,cdl,covid_19_rumor,disaster management act dma implement country accord government update post coronavirus relate information social medium,0.6811372637748718,0.0067644496448338,0.0733678564429283,0.1045719534158706,0.0544822625815868,0.0670728608965873,0.0126033825799822,0.132,0.868,0.0,-0.6249,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
rewa police beat on temple priest for violating lockdown viral with communal spin,misinformation,covid,cdl,covid_19_rumor,rewa police beat temple priest violate lockdown viral communal spin,0.0280880760401487,0.178599551320076,0.6878120303153992,0.0071216756477952,0.0127951567992568,0.0838013887405395,0.001782079343684,0.226,0.774,0.0,-0.5423,0.8,0.0,0.2,1,0,1,0.0,0.8,0.0
policemen in india are only being beaten because they were stopping people from breaking lockdown rules in the place,misinformation,covid,cdl,covid_19_rumor,policeman india beat stop people break lockdown rule place,0.0323216132819652,0.0203061569482088,0.689387857913971,0.0074573024176061,0.1417492181062698,0.1078472360968589,0.0009305998682975,0.206,0.794,0.0,-0.5267,0.6,0.2,0.4,1,1,1,0.499998750003125,0.6,0.2
"tea prepared with different ingredients is a tested cure for covid-19, the deadly disease caused by the coronavirus",misinformation,covid,cdl,covid_19_rumor,tea prepare different ingredient tested cure covid-19 deadly disease cause coronavirus,0.0737486705183982,0.4601393938064575,0.0835061073303222,0.0047800857573747,0.0447658412158489,0.3300716876983642,0.0029881920199841,0.0,0.899,0.101,0.2263,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
tea made with lemon and bicarbonate (baking soda) alkalize the immune system as it becomes acidic in the night and that israel has no deaths as israelis regularly drink this concoction,misinformation,covid,cdl,covid_19_rumor,tea lemon bicarbonate bake soda alkalize immune system acidic night israel death israelis regularly drink concoction,0.5282114148139954,0.2093073576688766,0.0387854576110839,0.009535995312035,0.080095037817955,0.00816320348531,0.1259015351533889,0.066,0.868,0.066,0.0,0.9,0.2,0.7,1,1,1,0.2857138775516035,0.9,0.2
the compounds in green tea can cure covid-19,misinformation,covid,cdl,covid_19_rumor,compound green tea cure covid-19,0.693850040435791,0.0198705345392227,0.0104505475610494,0.0162529051303863,0.0152512406930327,0.0030465542804449,0.2412781417369842,0.0,1.0,0.0,0.0,0.0,0.2,0.1,0,1,1,1.9999800001999977,0.0,0.2
italians throw their money on the streets due to covid-19 deaths,misinformation,covid,cdl,covid_19_rumor,italian throw money street covid-19 death,0.0426902398467063,0.0337779819965362,0.8780905604362488,0.0037467908114194,0.0262592788785696,0.013299535959959,0.0021356553770601,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"dr. li wenliang, the whistleblower of the virus discovered a cure for covid-19",misinformation,covid,cdl,covid_19_rumor,dr li wenliang whistleblower virus discover cure covid-19,0.535459578037262,0.0280807130038738,0.1335790604352951,0.1599939614534378,0.0395740829408168,0.0270326174795627,0.0762799829244613,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"a video of policemen using batons on people in an alley is viral on social media calling the incident as police retaliation in indore, madhya pradesh where a medical team was attacked by locals on april 1. the medics were visiting the area to screen locals for coronavirus",misinformation,covid,cdl,covid_19_rumor,video policeman baton people alley viral social medium call incident police retaliation indore madhya pradesh medical team attack local april 1 medic visit area screen local coronavirus,0.000671386194881,0.0027549103833734,0.9477572441101074,0.0026413314044475,0.0019095275783911,0.0430948063731193,0.0011707775993272,0.06,0.94,0.0,-0.4588,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"a set of two images of rotis, embossed with ab ki baar modi sarkar stamp, has resurfaced with claims that they were distributed by the bharatiya janata party (bjp), during the ongoing nationwide lockdown due to the covid-19 outbreak",misinformation,covid,cdl,covid_19_rumor,set image rotis emboss ab ki baar modi sarkar stamp resurface claim distribute bharatiya janata party bjp ongoing nationwide lockdown covid-19 outbreak,0.0474613569676876,0.003356748027727,0.022273676469922,0.0523797459900379,0.0069894511252641,0.861967921257019,0.0055711851455271,0.0,0.934,0.066,0.4019,0.8,0.0,0.3,1,0,1,0.0,0.8,0.0
"a image where one of the three rotis are being stamped with the ab ki baar modi sarkar slogan, are viral with netizens accusing the government of allegedly carrying out marketing gimmicks during a crisis",misinformation,covid,cdl,covid_19_rumor,image rotis stamp ab ki baar modi sarkar slogan viral netizen accuse government allegedly carry marketing gimmick crisis,0.0085951639339327,0.0330615825951099,0.9287634491920472,0.0121858101338148,0.0081089688464999,0.0060535403899848,0.0032315179705619,0.149,0.851,0.0,-0.7003,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
a muslim man spitting on cops during the covid-19 outbreak,misinformation,covid,cdl,covid_19_rumor,muslim man spit cop covid-19 outbreak,0.0019824439659714,0.9141891598701476,0.071197509765625,0.001317115384154,0.0031091528944671,0.006979074794799,0.0012255182955414,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
the activist trupti desai was arrested while trying to buy liquor during a nationwide lockdown,misinformation,covid,cdl,covid_19_rumor,activist trupti desai arrest try buy liquor nationwide lockdown,0.0023869017604738,0.0007180674001574,0.0299384575337171,0.0039965119212865,0.0116873299703001,0.9500024318695068,0.001270234119147,0.181,0.819,0.0,-0.4767,0.4,0.2,0.6,1,1,1,0.3333327777787037,0.4,0.2
trupti desai was detained revived with lockdown twist,misinformation,covid,cdl,covid_19_rumor,trupti desai detain revive lockdown twist,0.1703319549560547,0.0086846845224499,0.0815890282392501,0.0775081366300582,0.350205659866333,0.3092468380928039,0.0024336981587111,0.278,0.722,0.0,-0.4019,0.0,0.0,0.3,0,0,1,0.0,0.0,0.0
"dawoodi bohra youth were licking used utensils, which is being done in mosques with an intention to spread the coronavirus and infect more people",misinformation,covid,cdl,covid_19_rumor,dawoodi bohra youth lick utensil mosque intention spread coronavirus infect people,0.0622549802064895,0.748549222946167,0.1063790246844291,0.008342096582055,0.0167393051087856,0.0500184744596481,0.007716841995716,0.0,1.0,0.0,0.0,0.8,0.2,0.7,1,1,1,0.2857138775516035,0.8,0.2
pm modi will lead a coronavirus task force of countries including the uk and us,misinformation,covid,cdl,covid_19_rumor,pm modi lead coronavirus task force country include uk,0.5960965752601624,0.0035967959556728,0.0158060267567634,0.0567113980650901,0.0860021263360977,0.1733115315437317,0.0684755146503448,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
18 nations including usa and uk wants narender modi as leader for task force for corona..what a proud moment for india..believe in him and india will win,misinformation,covid,cdl,covid_19_rumor,18 nation include usa uk want narender modi leader task force corona proud moment india believe india win,0.012674044817686,0.0003373578365426,0.0042605316266417,0.0832517147064209,0.010699775069952,0.0007220223778858,0.8880544900894165,0.0,0.784,0.216,0.7845,0.2,0.1,0.6,1,1,1,0.1666663888893518,0.2,0.1
india's financial year has been extended to july 1 due to coronavirus,misinformation,covid,cdl,covid_19_rumor,india financial year extend july 1 coronavirus,0.2855458259582519,0.007416917476803,0.0257671568542718,0.0750349909067154,0.4620432555675506,0.135657712817192,0.0085341408848762,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0,0,1,0.0,0.0,0.0
"a man in mumbai talks about how people are not taking the lockdown order seriously and are still going out for strolls and walks. the man then says that he has instructed 'guards' to note down the numbers of vehicles which leave building societies and that barring a medical emergency, those vehicle owners will receive a 'chalan' as a fine. the man also says the police will prosecute whoever they find roaming outside",misinformation,covid,cdl,covid_19_rumor,man mumbai talk people take lockdown order seriously go stroll walk man say instruct guard note number vehicle leave build society bar medical emergency vehicle owner receive chalan fine man say police prosecute find roam outside,0.1070619598031044,0.0449945703148841,0.7380748987197876,0.0058090356178581,0.0386707447469234,0.0609990693628788,0.0043897377327084,0.105,0.872,0.023,-0.6597,0.6,0.2,0.4,1,1,1,0.499998750003125,0.6,0.2
mumbai police will take strict action to enforce the 21-day lockdown,misinformation,covid,cdl,covid_19_rumor,mumbai police strict action enforce 21 day lockdown,0.0371930040419101,0.0028293500654399,0.0317648649215698,0.0067404210567474,0.0321588590741157,0.8858524560928345,0.0034610969014465,0.0,1.0,0.0,0.0,0.8,0.0,0.0,1,0,0,0.0,0.8,0.0
